catch;day;year;ID;weight;tarse;culmen;remarque;collier
;;2023;2127-43693;;;;;
;;2023;2127-43694;;;;;
;;2023;2127-43695;;;;;
;;2023;2127-43696;;;;;
;;2023;2127-43697;;;;;
;;2023;2127-43698;;;;;
;;2023;2127-43699;;;;;
;;2023;2127-43700;;;;;
1;;2023;2127-43701;2992;84,03;59,07;;YM49
1;;2023;2127-43702;2936;84,46;60,31;;YM39
1;;2023;2127-43703;2945;89,15;58,83;;YM45
1;;2023;2127-43704;2888;86,71;59,23;;YM36
1;;2023;2127-43705;1412;79,12;55,39;;YM41
1;;2023;2127-43706;3683;89,98;61,42;;YM37
1;;2023;2127-43707;3032;85,72;59,91;;YM46
1;;2023;2127-43708;2861;83,67;54,7;;YM38
1;;2023;2127-43709;;;;;
1;;2023;2127-43710;;;;;
1;;2023;2127-43711;;;;;
1;;2023;2127-43712;;;;;
1;;2023;2127-43713;;;;;
1;;2023;2127-43714;;;;;
1;;2023;2127-43715;;;;;
1;;2023;2127-43716;;;;;
1;;2023;2127-43717;2913;93,66;57,41;;YM48
1;;2023;2127-43718;;;;;
1;;2023;2127-43719;;;;;
1;;2023;2127-43720;;;;;
1;;2023;2127-43721;2895;89,16;58,22;;YM47
1;;2023;2127-43722;;;;;
1;;2023;2127-43723;2640;82,28;58,78;;YM31
1;;2023;2127-43724;2786;80,06;59,43;;YM30
1;;2023;2127-43725;3243;87,76;58,87;;YM34
1;;2023;2127-43726;;;;;
1;;2023;2127-43727;3020;83,43;61,9;;YM35
1;;2023;2127-43728;2810;83,11;61,32;;YM33
1;;2023;2127-43729;3068;87,49;62,92;;YM32
1;;2023;2127-43730;;;;;
1;;2023;2127-43731;;;;;
1;;2023;2127-43732;2387;79,63;54,31;;YM27
1;;2023;2127-43733;2909;81,88;60,61;;YM26
1;;2023;2127-43734;;;;;
1;;2023;2127-43735;;;;;
1;;2023;2127-43736;;;;;
1;;2023;2127-43737;;;;;
1;;2023;2127-43738;2894;87,63;58,56;;YM28
1;;2023;2127-43739;;;;;
1;;2023;2127-43740;;;;;
1;123;2023;2127-43741;2864;84,03;61,47;;YM29
1;123;2023;2127-43742;2847;85,88;61,7;;YM20
2;127;2023;2127-43743;;;;;
2;127;2023;2127-43744;2530;81,88;57,03;;YK00
2;127;2023;2127-43745;;;;;
2;127;2023;2127-43746;2807;81,52;57,13;;YM27
2;127;2023;2127-43747;2982;85,78;58,75;;YM48
2;127;2023;2127-43748;3075;82,43;59,19;;YM44
2;127;2023;2127-43749;2956;87,45;58,51;;YM31
2;127;2023;2127-43750;;;;;
2;127;2023;2127-43751;3233;84,73;59,39;;YM29
2;127;2023;2127-43752;;;;;
2;127;2023;2127-43753;3183;84;58,5;;YM18
2;127;2023;2127-43754;;;;;
2;127;2023;2127-43755;;;;;
2;127;2023;2127-43756;2905;82,57;59,61;;YM22
2;127;2023;2127-43757;;;;;
2;127;2023;2127-43758;2831;81,26;62,13;;YM43
2;127;2023;2127-43759;;;;;
2;127;2023;2127-43760;;;;;
2;127;2023;2127-43761;2555;79,52;57,51;;YM33
2;127;2023;2127-43762;3359;82,64;64,71;;YM23
2;127;2023;2127-43763;;;;;
2;127;2023;2127-43764;;;;;
2;127;2023;2127-43765;;;;;
2;127;2023;2127-43766;;;;;
2;127;2023;2127-43767;2755;83,51;60,64;;YM36
2;127;2023;2127-43768;2794;77,09;62,24;;YM47
2;127;2023;2127-43769;;;;;
2;127;2023;2127-43770;;;;;
2;127;2023;2127-43771;;;;;
2;127;2023;2127-43772;2641;84,31;59,46;;YM28
2;127;2023;2127-43773;;;;;
2;127;2023;2127-43774;;;;;
2;127;2023;2127-43775;;;;;
2;127;2023;2127-43776;;;;;
2;;2023;2127-43777;;;;;
2;;2023;2127-43778;;;;;
2;;2023;2127-43779;;;;;
2;;2023;2127-43780;;;;;
2;;2023;2127-43781;;;;;
2;;2023;2127-43782;;;;;
2;;2023;2127-43783;;;;;
2;;2023;2127-43784;;;;;
2;;2023;2127-43785;;;;;
2;;2023;2127-43786;;;;;
2;;2023;2127-43787;;;;;
2;;2023;2127-43788;;;;;
2;;2023;2127-43789;;;;;
2;;2023;2127-43790;;;;;
2;;2023;2127-43791;;;;;
2;;2023;2127-43792;;;;;
2;;2023;2127-43793;;;;;
2;;2023;2127-43794;;;;;
2;;2023;2127-43795;;;;;
2;;2023;2127-43796;;;;;
2;;2023;2127-43797;;;;;
2;;2023;2127-43798;;;;;
2;;2023;2127-43799;;;;;
2;;2023;2127-43800;;;;;
2;;2023;2127-43801;;;;;
2;;2023;2127-43802;3113;81,77;54,22;;YM42
2;;2023;2127-43803;3023;83,92;58,93;;YK97
2;;2023;2127-43804;2812;84,39;62,45;;YM39
2;;2023;2127-43805;3144;87,03;59,3;;YM30
2;;2023;2127-43806;2935;86,48;61,21;;YM46
2;;2023;2127-43807;2829;83,37;56,44;;YM26
2;;2023;2127-43808;;;;;
2;;2023;2127-43809;;;;;
2;;2023;2127-43810;;;;;
2;;2023;2127-43811;3185;85,8;63,8;;YK95
2;;2023;2127-43812;;;;;
2;;2023;2127-43813;;;;;
2;;2023;2127-43814;;;;;
2;;2023;2127-43815;;;;;
2;;2023;2127-43816;;;;;
2;;2023;2127-43817;;;;;
2;;2023;2127-43818;3128;86,75;58,82;;YM32
2;;2023;2127-43819;;;;;
2;;2023;2127-43820;;;;;
2;;2023;2127-43821;2665;75,31;58,98;;YM49
2;;2023;2127-43822;2770;88,39;60,86;;YM41
2;;2023;2127-43823;2916;85,7;60,62;;YM38
2;;2023;2127-43824;3185;85,81;60,44;;YK76
2;;2023;2127-43825;;;;;
2;;2023;2127-43826;;;;;
2;;2023;2127-43827;;;;;
2;;2023;2127-43828;;;;;
2;;2023;2127-43829;;;;;
2;;2023;2127-43830;;;;;
2;;2023;2127-43831;;;;;
2;;2023;2127-43832;;;;;
2;;2023;2127-43833;;;;;
2;;2023;2127-43834;;;;;
2;;2023;2127-43835;;;;;
2;;2023;2127-43836;;;;;
2;;2023;2127-43837;;;;;
2;;2023;2127-43838;;;;;
2;;2023;2127-43839;;;;;
2;;2023;2127-43840;;;;;
2;;2023;2127-43841;;;;;
2;;2023;2127-43842;;;;;
2;;2023;2127-43843;;;;;
2;;2023;2127-43844;;;;;
2;;2023;2127-43845;;;;;
2;;2023;2127-43846;;;;;
2;;2023;2127-43847;;;;;
2;;2023;2127-43848;;;;;
2;;2023;2127-43849;;;;;
2;;2023;2127-43850;;;;;
2;;2023;2127-43851;;;;;
2;;2023;2127-43852;;;;;
2;;2023;2127-43853;;;;;
2;;2023;2127-43854;;;;;
2;;2023;2127-43855;;;;;
2;;2023;2127-43856;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
